"Nome da instituição/unidade";"Tipo de Logradouro";"Nome do Logradouro";"Número no Logradouro";"Complemento";"Bairro";"CEP";"Estado";"Municipio";"Latitude";"Longitude";"Telefone 1";"Telefone 2";"E-mail ";"Público atendido pela instituição";"A instituição atende algum outro público específico?";"Qual?";"Sexo do público atendido";"Modalidade de internação";;
"Comunidade Terapêutica Nova Esperança";"Rodovia";"BR-060";"s/n";"km 43 - Linha Bom Jesus";"Sítio Santo Antônio";"79560-000";"Mato Grosso do Sul";"Chapadão do Sul - Mato Grosso do Sul";"-18,8313533933";"-52,6800948711";"(67) 3562-1632";;"ct.nec@hotmail.com";"Adolescentes - Adultos";"Não";;"Masculino";"Compulsória";;
"Comunidade Terapêutica Nova Esperança";"Rua";"Broze";177;;"Parque União";"79560-000";"Mato Grosso do Sul";"Chapadão do Sul - Mato Grosso do Sul";"-18,7936923651";"-52,6219489215";"(67) 3562-1632";;"ct.nec@hotmail.com";;;;;;;
"ACLAUD – ASSOCIAÇÃO PAIS E AMIGOS PREVENÇÃO E ASSISTÊNCIA AOS USUÁRIOS DE DROGAS - CORUMBÁ E LADÁRIO";"Estrada";"Urucum";1;;"Tromba dos Macacos";"79300-000";"Mato Grosso do Sul";"Corumbá - Mato Grosso do Sul";"-19,2171669611";"-57,6352336729";"(67) 3231-4383";;;"Adultos";"Sim";"moradores de rua usuários de drogas";"Masculino";"Voluntária";;
"ACLAUD – ASSOCIAÇÃO PAIS E AMIGOS PREVENÇÃO E ASSISTÊNCIA AOS USUÁRIOS DE DROGAS";"Rua";"Delamare";963;;"Centro";"79300-000";"Mato Grosso do Sul";"Corumbá - Mato Grosso do Sul";"-18,9988069";"-57,6528327";"(67) 3231-5947";;"aclaudcorumbams@hotmail.com";"Adultos";"Sim";"moradores de rua usuários de drogas";"Masculino";"Voluntária";;
"Instituto São João Maria Vianey";"Rua";"Aniversindo Alves Siqueira";2740;;"Terra Roxa 1";"79840-510";"Mato Grosso do Sul";"Dourados - Mato Grosso do Sul";"-22,2468273";"-54,7896067";"(67) 3425-0062";;"rodrigojuniorr@hotmail.com";;;;;;;
"Instituto São João Maria Vianey";"Chácara";"São João";"s/n";"Estrada km 5";"Sítio do Campo Belo";"79816-000";"Mato Grosso do Sul";"Dourados - Mato Grosso do Sul";"-22,2320123292";"-54,9822199435";"(67) 3425-0062";;"rodrigojuniorr@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Casa de Recuperação Vida";"Avenida";"Presidente Vargas";2624;;"Vila Rosa";"79960-000";"Mato Grosso do Sul";"Iguatemi - Mato Grosso do Sul";"-";"-";"(67) 3471-1249";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Casa de Recuperação Vida Nova";"Rodovia";"KM 180";"S/N";;"ZONA RURAL";"79960-000";"Mato Grosso do Sul";"Iguatemi - Mato Grosso do Sul";"-";"-";"(67) 3471-1249";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Projeto Nova Jerusalém";"Avenida";"Antônio Travain";865;;"Piravevê";"79740-000";"Mato Grosso do Sul";"Ivinhema - Mato Grosso do Sul";"-22,3013528";"-53,8213333";"(67) 3442-2349";;;"Adultos - Idosos";"Sim";"migrantes";"Feminino - Masculino";"Voluntária - Involuntária - Compulsória";;
"Centro Recomeçar";"Rodovia";"BR-163";"s/n";"km 500 - saída para Campo Grande";"Chácara Santa Lúcia";"79440-000";"Mato Grosso do Sul";"Jaraguari - Mato Grosso do Sul";"-20,2987014003";"-54,505760122";"(67) 3325-1324";;"comedesetas@setas.ms.gov.br";"Adolescentes";"Não";;"Masculino";"Voluntária";;
"Obra social Nossa Senhora da Glória Fazenda da Esperança Santo Antonio";"Rua";"Profa. Etelvina Vasconcelos";629;;"Centro";"79130-000";"Mato Grosso do Sul";"Rio Brilhante - Mato Grosso do Sul";"-";"-";"(67) 3452-2740";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"GRUPO ARCO IRIS - CASA DO FILHO PRODIGO";"Avenida";"MACHADO DE ASSIS";402;"CASA";"JARDIM SÃO CAMILO";"37130-000";"Minas Gerais";"Alfenas - Minas Gerais";"-21,4125499396";"-45,945939807";"(35) 3291-3755";;;"Adolescentes";"Sim";"MENOR INFRATOR ENCAMINHADO POR JUÍZ";"Masculino";"Involuntária";;
"GRUPO ARCO IRIS - MISERICÓRDIA DE ALFENAS";"Rua";"CORONEL PEDRO CORREIA";347;;"CENTRO";"37130-000";"Minas Gerais";"Alfenas - Minas Gerais";"-21,4295989513";"-45,9494481364";"(35) 3297-4419";;"arcoiris@misericordiaemalfenas.com.br";"Crianças - Adolescentes - Adultos";"Sim";"PESSOA EM SITUAÇÃO DE RUA";"Masculino";"Voluntária";;
"GRUPO ARCO IRIS - CASA SÃO FRANCISCO";"Rua";"JOSÉ DIAS BARROSO";149;;"CENTRO";"37130-000";"Minas Gerais";"Alfenas - Minas Gerais";"-21,4285403126";"-45,9490511695";"(35) 3291-3429";;;"Adolescentes - Adultos";"Sim";"PESSOA EM SITUAÇÃO DE RUA";"Masculino";"Voluntária";;
"GRUPO ARCO IRIS - SÍTIO RAINHA DA PAZ";"Sítio";"RAINHA DA PAZ";0;;"DO MATÃO";"37130-000";"Minas Gerais";"Alfenas - Minas Gerais";"-21,36397882";"-45,9569770971";"(35) 8436-6379";;;"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Grupo Arco Iris";"Avenida";"São José";1265;;"Centro";"37130-000";"Minas Gerais";"Alfenas - Minas Gerais";"-21,4278246635";"-45,9463555494";"(35) 3291-2523";"(35) 8813-2615";;"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Grupo Arco Iris";"Estrada";"Matão";"S/N";"Sítio Rainha da Paz";"Matão";"37130-000";"Minas Gerais";"Alfenas - Minas Gerais";"-21,4437833882";"-45,9595520178";"(35) 3291-2523";"(35) 8413-2615";;"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"SER- Serviço Evangélico de Reabilitação de Araguari";"Rua";"Verador Nicomedes Nunes";215;;"Bosque";"38446-000";"Minas Gerais";"Araguari - Minas Gerais";"-18,6514498944";"-48,1640625";"(34) 3241-4236";"(34) 8882-0371";;"Adultos";"Não";;"Masculino";"Voluntária";;
"Sociedade de promoção Humana/Soproh - Fazenda Senhor Jesus de Araxá";"Avenida";"Washington Barcelos";52;;"Santa Rita";"38181-480";"Minas Gerais";"Araxá - Minas Gerais";"-19,5853926";"-46,9307931";"(34) 3662-1180";"(34) 3662-8331";"fazendasenhorjesusaraxa@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Conexão Vida";"Fazenda";"Corumbá";"s/ número";"Caixa Postal 14";"Centro";"35588-000";"Minas Gerais";"Arcos - Minas Gerais";"-20,2901270442";"-45,5455880063";"(37) 3351-3078";;"aconexaovida@yahoo.com.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"NUCLEO DE APOIO REVIVER";"Rua";"BIAS FORTES";138;;"VILA SAO GERALDO";"35970-000";"Minas Gerais";"Barão de Cocais - Minas Gerais";"-19,906212208";"-43,4839014014";"(31) 3837-2884";"(31) 9647-4565";"NUCLEOREVIVER@YAHOO.COM.BR";"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Mineira de Pais e Amigos para a Prevenção e Recuperação do Abuso de Drogas - AMPARE";"Rua";"Cristina";786;;"São Pedro";"30330-130";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,9466564135";"-43,9371721025";"(31) 3287-2590";"(31) 3287-2471";"amparemg@terra.com.br";"Adolescentes - Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"Comunidade Reviver";"Rua";"Tabaiares";30;;"fLoresta";"30150-040";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,9181275194";"-43,9319625821";"(31) 3213-0536";"(31) 3213-3111";"comunidaderevivier@comunidadereviver.org.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Desafio Jovem Peniel";"Rua";"Peçanha";400;;"Carlos Prates";"30710-040";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,9154153429";"-43,9480974104";"(31) 3201-7289";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Familia de Caná";"Rua";"Vereador Geraldo Pereira";693;;"Padre Eustáquio";"30720-400";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,9220046719";"-43,9798869516";"(31) 3462-9221";"(31) 3412-1065";"familiadecana@ig.com.br";"Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"Associação Comunitaria Social e Beneficente e Ebenezer - ACOSBE";"Rua";"Sebastião Moreira";136;;"Tirol";"30662-180";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,9882017762";"-44,0375236";"(31) 3382-7008";;"diretoriaacosbe@gmail.com";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Credeq Centro de Recuperação de Dependência Química";"Rua";"Itajubá";1138;;"Sagrada Família";"31030-430";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,9068305287";"-43,9284009577";"(31) 3461-4400";"(31) 3082-2727";"credeq@credeq.com.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"ABECVEL - Associação Beneficente Cristo Verdade que Liberta";"Avenida";"Nilo Aparecida Pinto";655;;"Planalto";"31720-100";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,8278631314";"-43,9515105214";"(31) 3495-2751";"(31) 3632-7615";"santosjr@oi.com.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Associação Ministro Jericó";"Rua";"Vera Cruz";660;;"Morro da Cruz";"31070-430";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,8920402798";"-43,8941541638";"(31) 3674-0318";;"Jericoct@16.com.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Brasileira Comunitária para Prevenção do Uso de Drogas - Abraço";"Avenida";"Contorno";4777;;"Funcionários";"30110-031";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,9350728404";"-43,9249459233";"(31) 3263-6000";"(31) 3225-2700";"abraco@superig.com.br";"Adolescentes - Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"Associação Fazenda Renascer";"Rua";"Além Paraíba";208;"sala 212";"Lagoinha";"31210-120";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,9105822325";"-43,9438501324";"(31) 3273-8802";"(31) 3273-1325";"fazenda.renascer@yahoo.com.br";"Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"Terra da Sobriedade - Associação de Prevenção, Recuperação e reinserção do Dependente Químico";"Rua";"Das Pedrinhas";342;;"São João Batista";"31515-130";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,8227560992";"-43,9546647992";"(31) 3457-4660";;"atendimento@terradasobriedade.org.br";"Crianças - Adolescentes - Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"Associação Familia de Caná";"Rua";"Henrique Gorceix";80;;"Padre Eustáquio";"30720-360";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,904843711";"-43,979917797";"(31) 3462-9221";"(31) 3412-1065";"familiadecana@ig.com.br";"Adolescentes - Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"TTA - Centro Terapêutico Adonai";"Rua";"Ivartt Maria Mota";173;;"São João Batista";"31515-470";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,8258815";"-43,9647122";"(31) 3457-3911";"(31) 8735-5595";"centroterapeuticoadonai@hotmail.com";;;;;;;
"Associação Projeto Resgate Cidadania";"Rua";"Geralda Diniz Miranda";220;;"Maria Gorete";"31930-320";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,865773";"-43,9094334";"(31) 9125-1252";"(31) 3023-3658";"resgate_cidadania@yahoo.com.br";"Crianças - Adolescentes - Adultos - Idosos";"Sim";"transtornos psiquiátricos";"Feminino - Masculino";"Voluntária - Involuntária - Compulsória";;
"Fundação Oásis - Projeto Êxodo";"Rua";"Angico";283;;"São Cristóvao";"31110-460";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,9020447066";"-43,9427933421";"(31) 3538-4213";"(31) 3449-6710";"administrativo@fundacaooasis.org";;;;;;;
"Fundação Oásis - Projeto Êxodo (acolhimento e triagem)";"Rua";"Pitangui";517;;"Concórdia";"31110-593";"Minas Gerais";"Belo Horizonte - Minas Gerais";"-19,9016064";"-43,9425564";"(31) 3538-4213";;;;;;;;;
"Associação Comunitaria Social e Beneficente e Ebenezer - ACOSBE";"Alameda";"Cisnei";107;;"Bandeireinhas";"32659-152";"Minas Gerais";"Betim - Minas Gerais";"-19,9956643726";"-44,13812999";"(31) 3382-7008";;"diretoriaacosbe@gmail.com";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica: Associação Terra Santa";"Rua";"Matão";8;;"Citrolândia";"32000-000";"Minas Gerais";"Betim - Minas Gerais";"-20,0338103607";"-44,2068159985";"(31) 9548-8870";;"comunidadeterrasanta@hotmail.com";"Adultos - Idosos";"Sim";"Alcool";"Masculino";"Voluntária";;
"Associação Batista de Assistência Social - NAI";"Rua";"Brasília";330;"km 53 MG 60";"Santo Afonso";"32161-999";"Minas Gerais";"Betim - Minas Gerais";"-19,9398804039";"-44,1566694187";"(31) 3596-2708";"(31) 3596-3150";;"Crianças - Adolescentes - Adultos";"Sim";"creche";"Feminino - Masculino";"Voluntária - Involuntária";;
"Associação Beneficente para o Desenvolvimento Educacional, Qualificação e Reintegração social - ADEQUAR";"Rua";"Alentejo";441;;"São João";"32556-400";"Minas Gerais";"Betim - Minas Gerais";"-19,9758921616";"-44,1607463765";"(31) 3592-9962";"(31) 8701-0203";"adequar@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação núcleo de apoio e recuperação da vida";"Fazenda";"fazenda do senhor jesus";"s/n";;"zona rural";"36600-000";"Minas Gerais";"Bicas - Minas Gerais";"-";"-";"(35) 3549-0500";;"atendimento@nares.com.br";"Adolescentes - Adultos - Idosos";"Sim";"cadeirantes,H.I.V positivo e Homossexual";"Masculino";"Voluntária";;
"Fazendinha Esperança";"Fazenda";"Br 265";"s/ número";;"Mata Barbosa";"37170-000";"Minas Gerais";"Boa Esperança - Minas Gerais";"-21,0947347588";"-45,5744475414";"(35) 9192-7162";"(35) 3851-1259";;"Adultos";"Não";;"Masculino";"Voluntária";;
"Fundação e Associação P/ Reintegração de Assistência Carente";"Fazenda";"Zona Rural";"s/n";;"Barro Vermelho";"37170-000";"Minas Gerais";"Boa Esperança - Minas Gerais";"-21,0996995666";"-45,6224268962";"(35) 9160-2569";"(37) 9905-2699";;"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação e Promoção Humana. DERPRHUM";"Fazenda";"Sítio Cadosas";"s/ número";;"Br 265";"37170-000";"Minas Gerais";"Boa Esperança - Minas Gerais";"-21,0940540868";"-45,5745333721";"(35) 9912-6922";"(35) 9808-0805";;"Adultos";"Não";;"Masculino";"Voluntária";;
"GRUPO DAS SAMARITANAS - FAZENDINHA ESPERANÇA";"Fazenda";"MATA DOS BARBOSAS";0;"ZONA RURAL";"ZONA RURAL";"37170-000";"Minas Gerais";"Boa Esperança - Minas Gerais";"-21,0899145738";"-45,5647822012";"(35) 9192-7162";;"fazendinhaesperanca@hotmail.com";"Adolescentes - Adultos - Idosos";"Sim";"POR MEIO DE ORDEM JUDICIAL";"Masculino";"Voluntária";;
"Associação Cristã Banco da Solidariedade - Comunidade Terapêutica Senhor do Bonfim";"Praça";"Senhor do Bonfim";"s/n";"Antiga Casa Paroquial";"Bonfim";"39390-000";"Minas Gerais";"Bocaiúva - Minas Gerais";"-17,1151474932";"-43,8212273449";"(38) 9201-0829";;"fazenda.solidariedade@yahoo.com.br";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária";;
"Comunidade Mãe Rainha";"Fazenda";"Sitio Fazondinha";"S/N";"Km120 Mg164 , trevo do engenho do Ribeirão";"Bom Despacho";"35600-000";"Minas Gerais";"Bom Despacho - Minas Gerais";"-19,6958215192";"-45,2691306929";"(37) 8827-8849";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Comunidade Mãe Rainha";"Avenida";"Dr. Manuel Pereira";43;;"Centro";"35600-000";"Minas Gerais";"Bom Despacho - Minas Gerais";"-19,7461173201";"-45,2569856505";"(31) 3521-1947";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Núcleo de Prevenção e Assistência a Dependentes Químicos e Familiares";"Chácara";"Manancial";"s/n";"Zona Rural";"Itaim";"37546-000";"Minas Gerais";"Cachoeira de Minas - Minas Gerais";"-22,3527782627";"-45,7698908183";"(35) 3472-4072";;;"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária - Compulsória";;
"Núcleo de Assistência e Prevenção. NAP";"Rodovia";"Rodovia Vital Brasil";"S/ número";"Chácara nova aliança";"São Bento";"37170-000";"Minas Gerais";"Cambuquira - Minas Gerais";"-21,8700987744";"-45,3175324038";"(35) 3251-3875";"(35) 8466-2511";"mendesvanusa19@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"Núcleo de Assistência e Prevenção. Nap";"Avenida";"Antonio Almeida Santos";405;;"São João Cambuquira";"37420-000";"Minas Gerais";"Cambuquira - Minas Gerais";"-21,8710165654";"-45,3172407939";"(35) 3251-3875";"(35) 8466-2511";"mendesvanusa19@hotmaisl.com";;;;;;;
"Comunidade Terapêutica Projeto Vida Nova";"Rua";"João Pinheiro";1181;"Sala 12";"Vila Matilde";"37270-000";"Minas Gerais";"Campo Belo - Minas Gerais";"-20,8929195979";"-45,2665415763";"(35) 3831-1356";"(35) 9931-0284";"vivendomelhor@terra.com.br";"Adultos - Idosos";"Sim";"Indígena";"Masculino";"Voluntária";;
"Comunidade Terapêutica Projeto Vida Nova";"Estrada";"Coroado";"s/ número";"Área Rural";"Pedreira";"37270-000";"Minas Gerais";"Campo Belo - Minas Gerais";"-20,9158213179";"-45,2688321828";"(35) 3831-1356";"(35) 9931-0284";"vivendomelhor@terra.com.br";"Adultos - Idosos";"Sim";"Índios";"Masculino";"Voluntária";;
"Associação Projeto Esperança";"Rua";"João Pinheiro";1181;"Sala 10";"Vila Matilde";"37270-000";"Minas Gerais";"Campo Belo - Minas Gerais";"-20,8929722207";"-45,2665496229";"(35) 9158-0737";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Projeto Regate Vida Nova";"Rua";"Aeroporto";435;;"Passa Tempo";"37270-000";"Minas Gerais";"Campo Belo - Minas Gerais";"-20,9565446597";"-45,286878085";"(35) 3832-2986";"(35) 9981-1486";"projetoresgate-vn@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Feminino";"Voluntária";;
"PROSERV - Projeto Semeando Esperança e Resgatando Vidas";"Rodovia";"BR 354";"s/número";"KM 563";"BR 354";"37270-000";"Minas Gerais";"Campo Belo - Minas Gerais";"-20,9274462356";"-45,237139201";"(35) 9926-9078";;;"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Santa Cruz - Casa Doce Lar de Maria";"Rodovia";"BR 369";"KM 1";;"Trevo";"37270-000";"Minas Gerais";"Campo Belo - Minas Gerais";"-20,8776531842";"-45,3096232175";"(35) 3831-6280";"(35) 8817-9111";"docelardemaria@yahoo.com";"Adultos";"Não";;"Feminino";"Voluntária";;
"S.R.T Senhor Restaura Tudo";"Rua";"Professor Jose Florencio";"S/N";;"Zona rural - Passa Tempo";"37270-000";"Minas Gerais";"Campo Belo - Minas Gerais";"-20,8755915833";"-45,2747974156";"(35) 9707-8260";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Recuperação Mão Amiga";"Fazenda";"Fazenda Ortiga";"S/ número";;"Br 369";"37190-000";"Minas Gerais";"Campos Gerais - Minas Gerais";"-";"-";"(35) 9972-3592";"(35) 8465-2414";;"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro de Formação Leonardo da Família São José (Recanto São José)";"Rua";"Antonio Jacinto Ferreira";555;;"Acampamento";"37150-000";"Minas Gerais";"Carmo do Rio Claro - Minas Gerais";"-20,9721779986";"-46,1305254361";"(35) 3561-2976";"(35) 9942-0102";"conceicaoalmei@bol.com.br";"Crianças - Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"Centro de Formação Leonardo da Família São José (Recanto São José)";"Estrada";"das Três Barras";"s/n";"km 20";"Zona rural";"37150-000";"Minas Gerais";"Carmo do Rio Claro - Minas Gerais";"-20,9710960401";"-46,1326282879";"(35) 9982-1094";"(35) 3561-2976";"conceicaoalmei@bol.com.br";"Crianças - Adolescentes";"Não";;"Feminino";"Voluntária";;
"Comunidade Vem-Ser";"Distrito";"Rocinha";"s/ número";;"zona rural";"35540-000";"Minas Gerais";"Cláudio - Minas Gerais";"-20,428587937";"-44,7572348053";"(37) 9924-9636";"(37) 9958-1402";;"Adultos";"Não";;"Masculino";"Voluntária";;
"SOVIR - Sociedade Vida e Renascer";"Rua";"Padre Alberto Guimarães";700;;"Santúario";"35668-000";"Minas Gerais";"Conceição do Pará - Minas Gerais";"-19,7514576005";"-44,8969559354";"(37) 9276-1596";;;"Adultos";"Sim";"Alcoolotras";;"Voluntária";;
"Comunidade Alissionaria Terapêutica Irmão Lucas";"Estrada";"Estrada do Cervo";"S/N";;"Cervo";"37550-000";"Minas Gerais";"Congonhal - Minas Gerais";"-22,1331912824";"-46,0314757556";"(35) 9224-7322";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"CRER-VIP";"Rua";"Padre Cornelio";35;;"Moinhos / Jardim das Flores";"36400-000";"Minas Gerais";"Conselheiro Lafaiete - Minas Gerais";"-20,6792880706";"-43,7574681044";"(31) 3763-5233";"(31) 8316-7555";"crervip@uol.com.br";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"COMUNIDADE RESGATE EBENEZER";"Condomínio";"ESTANCIA REAL";0;"SITIO";"CARREIRAS";"36400-000";"Minas Gerais";"Conselheiro Lafaiete - Minas Gerais";"-20,6170221459";"-43,7497218847";"(31) 8736-6071";"(31) 8871-3345";"LUAL-EU@HOTMAIL.COM";"Adolescentes";"Não";;"Masculino";"Voluntária";;
"CASA DO OLEIRO";"Rodovia";"BR 282";"KM 10";;"ALMEIDAS";"36400-000";"Minas Gerais";"Conselheiro Lafaiete - Minas Gerais";"-20,6758877969";"-43,7943994403";"(31) 3762-0090";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Bom Pastor";"Rodovia";"MG-129";"S/N";"Sitio";"Sitio da Varginha";"36400-000";"Minas Gerais";"Conselheiro Lafaiete - Minas Gerais";"-20,6714585439";"-43,7837322951";"(31) 8684-5318";"(31) 8684-5318";"ctbompastor@terra.com.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Programa de Recuperação Familiar Lar de Maria";"Rua";"Barão de Pouso Alegre";731;;"São Dimas";"36400-000";"Minas Gerais";"Conselheiro Lafaiete - Minas Gerais";"-20,6644199";"-43,8031689";"(31) 3763-4082";"(31) 3721-1243";"admlardemaria@viareal.com.br";"Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
